Timestamp,How old are you?,What best describes your job?,What is your primary (used most) programming language?,What other languages are you proficient in?,Which is your favorite language ?,Do you intend to learn any of the following languages within the next 12 months?,What is your primary (most used) Operating System?,What other Operating Systems do you use?,What Operating Systems do you use the terminal on? ,How many years experience do you have with the terminal?,What do you use the terminal for?,What percentage of a typical workday do you spend actively working in the terminal?,What percentage of a typical workday do you have a terminal *open*?,What percentage of a typical workday do you spend actively working in a web browser?,What percentage of a typical workday do you spend with a web browser open?,Do you use the terminal outside of paid work?,How do you feel about color in the terminal in general?,Have you customized your terminal's color theme?,How would you describe your color theme?,Is your terminal background transparent (desktop shows through) in any way?,Have you customized your terminal prompt?,Which terminal emulator(s) do you use?,How comfortable are you using a CLI (Command Line Interface)?,How comfortable are you using a TUI (Text User Interface)? i.e. a terminal based application that occupies the full extents of the window with functionality beyond the prompt.,Have you ever installed software in the terminal?,Have you ever written a CLI app?,Do you anticipate needing to write a CLI app in the next 12 months?,Have you ever written a TUI app?,Do you anticipate writing a TUI in the next 12 months?,How do you feel about TUI apps?,Have you used a TUI version of any of the following?,"If a fully featured TUI version of these existed, would you consider using it over a desktop or web application?",Have you experienced any problems using the terminal?,
29/03/2022 21:09,22,Desktop application developer,Verilog,"C, C++, Java, Python, Rust",Rust,,Linux,Windows,Linux,6,"Editing code, Software development, Administering remote servers (ssh)",50,95,10,100,Yes,5,Yes,"Light backround, dark text",No,Yes,Konsole,5,4,Yes,No,No,No,No,3,"Activity monitor / task manager, Code editor, Database query interface, File manager, Note keeping","Activity monitor / task manager, Note keeping",,
29/03/2022 21:09,30,Software Engineer ,C++,"C, C++, Java, Python",Python,"Julia, Rust, Typescript",Windows,"Linux, Windows","Linux, Windows",14,"Editing code, Software development, Administering remote servers (ssh)",30,100,20,100,Yes,4,No,"Dark background, light text",No,Yes,Windows Terminal,4,4,Yes,Yes,No,No,No,2,"Activity monitor / task manager, Code editor, Email client, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Calculator (basic /scientific), File manager, Note keeping",Nope,
29/03/2022 21:11,34,Web developer (back-end),Python,"Java, Scala",Scala,Rust,MacOS,Windows,MacOS,10,"Editing code, Software development, Data processing",10,100,5,100,Yes,5,Yes,"Dark background, light text",No,Yes,iTerm2,5,3,Yes,No,No,No,No,4,"Activity monitor / task manager, Code editor, File viewer (syntax highlighted code)","Calculator (basic /scientific), Chat / Messaging, Configuration editor, Jupyter editor, Jupyter viewer, ToDo List, Note keeping, Project management / Kanban",No,
29/03/2022 21:18,49,Web developer (back-end),Java,"C++, C#, Javascript, Typescript",Typescript,Python,Windows,Linux,"Linux, Windows",31,"Software development, Administering remote servers (ssh)",20,100,20,100,Yes,5,,"Dark background, light text",No,Yes,"Linux console, Windows Console, Windows Terminal, MOBA xterm",5,5,,Yes,Yes,No,No,5,"Activity monitor / task manager, Code editor",,Yes,
29/03/2022 21:20,50,Project Manager,Python,Bash,Python,Rust,Linux,Windows,Linux,25,"Editing code, Software development, Administering remote servers (ssh)",2,5,4,7,Yes,5,No,"Dark background, light text",No,No,GNOME Terminal,5,4,Yes,Yes,No,No,No,4,"Activity monitor / task manager, Bitorrent client, Chat / Messaging, Code editor, Email client",,No,
29/03/2022 21:21,23,non-stem student,C++,"C, Javascript, Python, PHP",C++,,Linux,"Linux, MacOS, Windows","Linux, MacOS, Windows",14,"Editing code, Software development, Administering remote servers (ssh), Data processing",4,8,2,8,Yes,5,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, Kitty, Konsole, iTerm2, Windows Terminal, xterm",5,4,Yes,Yes,Yes,Yes,No,3,"Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Chat / Messaging, Code editor, Configuration editor, File manager",Activity monitor / task manager,yes,
29/03/2022 21:21,28,Embedded Software Engineering,C,Python,Both C and Python. They complement each other very well for me.,Rust,Linux,Windows,"Linux, Windows",5,"Editing code, Software development, Administering remote servers (ssh), wherever textual representations make sense. e.g. filebrowsing.",25,100,15,100,Yes,5,Yes,"Dark background, light text",No,Yes,"Alacritty, Kitty, Windows Terminal",4,4,Yes,Yes,No,No,No,5,"Activity monitor / task manager, Chat / Messaging, Code editor, Configuration editor, Email client, File manager, File viewer (syntax highlighted code), Note keeping","API development / testing, Distraction free writing, Jupyter viewer, Project management / Kanban, Spreadsheet","Yes, font rendering can be a pain. Also Terminals not propagating info over SSH. Misaligned text or (n)curses interfaces. Usually fixable though.",
29/03/2022 21:21,40,Desktop application developer,Python,"C, Go",Python,,Linux,Linux,Linux,15,"Editing code, Software development, Administering remote servers (ssh)",50,100,40,100,Yes,4,Yes,"Dark background, light text",No,No,GNOME Terminal,5,4,Yes,Yes,Yes,No,No,2,"Activity monitor / task manager, Database query interface, File manager",ToDo List,not really,
29/03/2022 21:24,28,Chemist/Physicist,Python,Matlab,Python,,MacOS,"Linux, MacOS, Windows","Linux, MacOS, Windows",6,"Editing code, Administering remote servers (ssh), Data processing",50,100,20,100,No,3,Yes,"Dark background, light text",No,Yes,"iTerm2, Windows Terminal, xterm",5,5,Yes,No,No,Yes,Yes,5,"Activity monitor / task manager, Code editor, Configuration editor, Distraction free writing, File manager, File viewer (syntax highlighted code)",,,
29/03/2022 21:30,23,Electrical engineer ,C++,"C, C++, Java, Matlab, Python",Python,Python,Windows,Windows,Windows,4,"Administering remote servers (ssh), Data processing",5,20,5,30,Yes,4,No,"Dark background, light text",No,No,"Windows Console, Windows Terminal",4,4,Yes,Yes,No,No,No,1,Activity monitor / task manager,,,
29/03/2022 21:31,46,,Python,,Python,"C++, Java, Javascript, Kotlin",Linux,Windows,"Linux, Windows",30,"Editing code, Software development, Administering remote servers (ssh), Data processing",80,100,10,100,Yes,5,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, Konsole, Windows Console",5,4,Yes,Yes,Yes,No,Yes,4,"Activity monitor / task manager, Code editor, Database administration, File manager, File viewer (syntax highlighted code), Version control (e.g. git)","Activity monitor / task manager, API development / testing, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Distraction free writing, File manager, File viewer (syntax highlighted code), ToDo List, Note keeping, Project management / Kanban, Version control (e.g. git)",Lack of clarity of purpose; poor colour use; visual indicators often in the wrong place to spot quickly or don't stand out from other information sufficiently. ,
29/03/2022 21:33,32,Web developer (full-stack),PHP,"C, Go, Javascript, Python, PHP, Typescript",PHP,Rust,Linux,"MacOS, Windows","Linux, MacOS, Windows",18,"Editing code, Software development, Administering remote servers (ssh), Data processing",40,95,30,95,Yes,5,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, iTerm2, Windows Terminal",5,4,Yes,Yes,Yes,No,No,3,"Activity monitor / task manager, Chat / Messaging, Email client","API development / testing, Database query interface, Version control (e.g. git)",,
29/03/2022 21:38,52,DevOps,YAML,"Perl, Python",Python,,MacOS,Linux,"Linux, MacOS",33,"Editing code, Administering remote servers (ssh)",70,100,20,100,Yes,5,Yes,"Dark background, light text",No,Yes,"iTerm2, Terminal.app, puTTY",5,5,Yes,Yes,No,No,No,4,"Activity monitor / task manager, Calendar, Chat / Messaging, Code editor, Configuration editor, Database administration, Database query interface, Email client, Version control (e.g. git)","Bitorrent client, Games, ToDo List, Note keeping, Project management / Kanban",No,
29/03/2022 21:40,49,Web developer (full-stack),Javascript,"Perl, Python",Perl,Kotlin,Linux,Windows,Linux,32,"Editing code, Software development, Administering remote servers (ssh), Data processing",80,100,20,100,Yes,3,No,"Light backround, dark text",No,Yes,"xterm, putty",5,4,Yes,Yes,Yes,No,No,3,"Code editor, Email client, ToDo List",,cut and paste errors. wrong terminal for what i was trying to do. losing them because i have too many open.,
29/03/2022 21:40,30,Software Engineer,Python,"C++, Java, Javascript, Python, Scala",Python,"Rust, Typescript",Linux,,Linux,25,"Software development, Administering remote servers (ssh)",10,95,30,95,Yes,3,No,"Dark background, light text",No,No,GNOME Terminal,5,4,Yes,Yes,Yes,No,Yes,3,"Activity monitor / task manager, Calculator (basic /scientific), Code editor","Activity monitor / task manager, API development / testing, Calendar, Calculator (basic /scientific), Chat / Messaging, Configuration editor, Data entry / forms, Distraction free writing, File manager, Jupyter editor, Jupyter viewer, Games, ToDo List, Note keeping, Project management / Kanban, Version control (e.g. git)",Yes,
29/03/2022 21:41,62,Data scientist,Python,"Go, R",Python,"Go, Rust",Windows,Linux,"Linux, Windows",30,"Software development, Data processing",40,80,60,100,Yes,3,No,"Dark background, light text",No,No,"Linux console, Windows Terminal",5,2,Yes,Yes,Yes,No,Yes,5,"Calendar, Code editor, Database administration, ToDo List, Note keeping","Calendar, Calculator (basic /scientific), Code editor, Configuration editor, Database administration, Database query interface, Data entry / forms, Distraction free writing, File manager, ToDo List, Note keeping, Version control (e.g. git)",No,
29/03/2022 21:43,44,Sound designer ,Python,"Javascript, Matlab, Python",Python,,MacOS,"Linux, MacOS, Windows",MacOS,10,"Editing code, Software development, Administering remote servers (ssh), Data processing, Converting audio and video",1,5,10,100,Yes,3,Yes,"Dark background, light text",Yes,No,Terminal.app,3,3,Yes,Yes,Yes,Yes,Yes,3,Code editor,,No,
29/03/2022 21:46,49,System administrator,Ruby,"Java, Elixir",Ruby,Rust,Linux,MacOS,"Linux, MacOS",,"Editing code, Software development, Administering remote servers (ssh), Data processing",50,100,25,100,Yes,4,Yes,"Dark background, light text",No,Yes,iTerm2,5,4,Yes,Yes,Yes,No,Yes,3,"Activity monitor / task manager, Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Distraction free writing, Email client, File viewer (syntax highlighted code), ToDo List, Note keeping, Version control (e.g. git)","Chat / Messaging, Database administration, Dashboards (data visualisation), Version control (e.g. git)","My whole working life is problems in terminals, mine or other people's",
29/03/2022 21:46,28,Data engineer,C++,"C, Perl, Python, PHP",Perl,,Linux,Windows,"Linux, Windows",20,"Editing code, Software development, Administering remote servers (ssh), Data processing",70,100,30,100,Yes,5,Yes,"Dark background, light text",No,Yes,"Kitty, Windows Terminal, xfce-terminal, Mobaxterm",5,5,Yes,Yes,Yes,Yes,No,5,"Activity monitor / task manager, Calculator (basic /scientific), Chat / Messaging, Code editor, Email client, File manager, File viewer (syntax highlighted code), Spreadsheet, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Database administration, Dashboards (data visualisation), Email client, File manager, File viewer (syntax highlighted code), ToDo List, Note keeping, Spreadsheet, Version control (e.g. git)","Sometimes there are issues with unicode not being supported, esp. with emojis and certain languages. Also, sometimes it is difficult to copy text without also copying colours/formatting.",
29/03/2022 21:49,35,DevOps,Python,"C, Java, Kotlin, Rust",Python,Rust,Linux,"MacOS, Windows","Linux, MacOS, Windows",16,"Editing code, Administering remote servers (ssh), Data processing",20,100,20,100,Yes,5,No,"Light backround, dark text",Yes,Yes,"GNOME Terminal, iTerm2, Windows Terminal",5,3,Yes,Yes,Yes,No,No,3,"Activity monitor / task manager, Code editor, Version control (e.g. git)","Activity monitor / task manager, Chat / Messaging, Code editor, Configuration editor, Dashboards (data visualisation), File manager, File viewer (syntax highlighted code), Version control (e.g. git)",,
29/03/2022 21:51,46,Web developer (back-end),PHP,,PHP,,MacOS,,MacOS,10,Administering remote servers (ssh),12,100,65,100,No,5,Yes,"Dark background, light text",No,No,,3,3,Yes,No,No,No,No,3,,,,
29/03/2022 21:51,60,Embedded systems software engineer,C,"Python, Assembly language",C,,Windows,Linux,"Linux, Windows",40,"Editing code, Software development, Source code control (git)",40,90,20,100,Yes,4,No,"Dark background, light text",No,No,"Linux console, Windows Console, TeraTerm, Git Bash, Minicom",5,5,Yes,Yes,Yes,Yes,No,4,"Calendar, Code editor, File manager, Games, ToDo List","Calendar, Calculator (basic /scientific), Code editor, ToDo List, Note keeping",Not recently,
29/03/2022 21:51,37,DevOps,Python,"C, C++, Go, Java, Javascript, Kotlin, Perl, Python, Ruby, Rust, PHP, Typescript",Python,Rust,Linux,"MacOS, Windows","Linux, MacOS",24,"Editing code, Software development, Administering remote servers (ssh), Data processing, email, irc, etc.",70,100,30,100,Yes,5,No,"Dark background, light text",No,Yes,"GNOME Terminal, Terminal.app, Windows Console, xterm",5,5,Yes,Yes,Yes,Yes,No,4,"Activity monitor / task manager, Bitorrent client, Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Email client, File manager, File viewer (syntax highlighted code), Games, ToDo List, Note keeping, Spreadsheet, Version control (e.g. git)","API development / testing, Calendar, Calculator (basic /scientific), Dashboards (data visualisation), Database query interface, Data entry / forms, ToDo List, Project management / Kanban","Absolutely. Terminals are constrained environments, and apps are often not very discoverable",
29/03/2022 21:53,49,Web developer (full-stack),Python,"C++, C#, Javascript, Python, Rust",Javascript,,Linux,Windows,"Linux, Windows",25,"Editing code, Software development, Administering remote servers (ssh), Data processing",60,100,40,100,Yes,5,Yes,"Light backround, dark text",No,Yes,"GNOME Terminal, Windows Terminal",5,5,Yes,Yes,Yes,Yes,Yes,5,"API development / testing, Database administration, Database query interface, Data entry / forms, File manager, Version control (e.g. git)",,No,
29/03/2022 21:59,29,Web developer (full-stack),Typescript,"Javascript, Python, Typescript",Javascript,,MacOS,Windows,"MacOS, Windows",7,"Editing code, Software development, Administering remote servers (ssh), Data processing",10,100,80,100,Yes,2,Yes,"Light backround, dark text",Yes,Yes,iTerm2,5,4,Yes,Yes,Yes,No,No,3,"Code editor, Version control (e.g. git)",,No,
29/03/2022 22:01,53,All round software developer,Objective C,"C, C++, Java, Javascript, PHP",Objective C,Swift,MacOS,Linux,"Linux, MacOS",34,"Editing code, Software development, Administering remote servers (ssh), Data processing",10,10,5,100,Yes,5,Yes,"Dark background, light text",No,Yes,"iTerm2, Termius",5,5,Yes,Yes,Yes,Yes,No,3,"Activity monitor / task manager, File viewer (syntax highlighted code)",,,
29/03/2022 22:04,45,System administrator,Python,,pyret,unison,Linux,Windows,Linux,7,"Editing code, ssh",50,100,50,100,No,5,No,"Dark background, light text",No,No,GNOME Terminal,5,5,Yes,Yes,Yes,No,No,5,"Activity monitor / task manager, Bitorrent client, Code editor, File manager",Chat / Messaging,,
29/03/2022 22:16,18,Data scientist,Python,"Java, Javascript, Python, Ruby, Typescript",Python,"C++, Ruby, Rust",Linux,"MacOS, Windows","Linux, MacOS",2,"Editing code, Data processing",20,100,50,100,Yes,5,Yes,"Dark background, light text",No,Yes,Guake,5,5,Yes,Yes,No,No,Yes,5,Activity monitor / task manager,"Activity monitor / task manager, API development / testing, Calendar, Chat / Messaging, Configuration editor, Dashboards (data visualisation), Data entry / forms, Distraction free writing, Jupyter editor, ToDo List, Note keeping",,
